job_title,job_id,city,state,salary,posted_date,job_url,company,education_needed,is_remote,last_scanned_at,description_summary
"Principal Associate, Project Management",Not available,"Richmond, McLean",Virginia,Not available,08/22/2025,https://www.capitalonecareers.com/job/richmond/principal-associate-project-management-authorizations-platform-team-hybrid/1732/85209092928,amazon,Not available,False,2025-08-22 20:39:45,"The position of Principal Associate, Project Management in the Authorizations Platform Team at Capital One involves managing small to medium scale program deliveries, monitoring and managing the critical path, and building and maintaining high trust relationships with partner teams. The role is in a hybrid setup located in either Richmond, Virginia or McLean, Virginia."
"Executive Assistant in Financial Services, Sales",,Plano,Texas,"$84,400 - $96,300",08/22/2025,https://www.capitalonecareers.com/job/plano/executive-assistant-financial-services-sales/1732/85315424736,amazon,High School Diploma or equivalent,False,2025-08-22 20:40:03,"Job opening for an Executive Assistant in Financial Services, Sales based in Plano, Texas. Responsibilities include providing administrative support to an MVP in Financial Services, Sales and supervising a team of Administrative Assistants. The basic qualifications include at least 3 years of Administrative experience, experience in Microsoft Office Suite or Google Suite and at least 2 years of experience in People Leadership."
"Senior Manager, Production Support - Capital One Software",NA,"Richmond, McLean",Virginia,NA,08/22/2025,https://www.capitalonecareers.com/job/richmond/senior-manager-production-support-capital-one-software-remote/1732/85315424720,amazon,Bachelor's degree,False,2025-08-22 20:40:21,"The role involves providing technical support for complex issues, troubleshooting, addressing system and application-related challenges, monitoring system performance, and creating and maintaining comprehensive documentation related to troubleshooting procedures, system configurations, and support processes. Qualifications for the job include a Bachelor's degree in a related field, at least 7 years of system engineering experience, and at least 5 years of software troubleshooting or software customer support experience. The experience with Snowflake and Databricks, scripting languages, DevOps Engineering, public cloud technologies, and monitoring tools are preferred."
Technology Audit Manager - Cyber Technical (Hybrid),,"McLean, Plano, Richmond, Charlotte","Virginia, Texas, North Carolina",Not specified,08/18/2025,https://www.capitalonecareers.com/job/mclean/technology-audit-manager-cyber-technical-hybrid/1732/85165080816,amazon,Not specified,False,2025-08-22 20:40:39,"Candidates must have at least 5 years of experience in information technology and at least 2 years of managing audit engagements. The job responsibilities includes executing major components of audits, performing risk assessments, establishing client relations, and providing coaching to less experienced associates. The job posting also includes extensive details about the required qualifications, preferred qualifications, job expectations, salary range, and benefits offered by Capital One."
Senior Lead Software Engineer,NA,Plano,Texas,"$204,900 to $233,800",08/22/2025,https://www.capitalonecareers.com/job/plano/senior-lead-software-engineer-full-stack/1732/85315424608,amazon,Bachelor's degree,False,2025-08-22 20:40:54,"The Senior Lead Software Engineer at Capital One is responsible for leading a diverse portfolio of technology projects and a team of developers. The role involves creating solutions, experimenting with and learning new technologies, and collaborating with digital product managers to deliver robust cloud-based solutions. A bachelor's degree and at least 6 years of software engineering experience are required."
"Manager, Process Manager",,New York,New York,,08/22/2025,https://www.capitalonecareers.com/job/new-york/manager-process-manager/1732/84960619936,amazon,,False,2025-08-22 20:41:13,"The job listing is for a Manager, Process Manager at Capital One. The person in this role will be part of the Data Product Governance & Strategy team, working on data governance and operational support for data executives and data product managers. They require at least 5 years of experience in Process management, program management, or consulting, and at least 3 years of experience in Stakeholder management. The position is located in New York, New York."
"Manager, Accounting Policy",NA,"Wilmington, Richmond, McLean, Riverwoods, Chicago",Delaware; Virginia; Virginia; Illinois; Illinois,NA,08/07/2025,https://www.capitalonecareers.com/job/wilmington/manager-accounting-policy/1732/84767067312,amazon,NA,False,2025-08-22 20:41:28,"The position calls for a candidate with a minimum of 5 years of experience in accounting or related fields, with at least 4 years of experience in project or product management. Banking or finance industry experience is preferred. The role includes responsibilities such as accounting integration, finance, audit, and project management."
"Senior Director, Data Science - Customer Core Specialist Models",Not mentioned,"New York, McLean, San Jose","New York, Virginia, California","$308,700 - $352,300 for McLean, VA; $336,700 - $384,200 for New York, NY and San Jose, CA",08/21/2025,https://www.capitalonecareers.com/job/new-york/senior-director-data-science-customer-core-specialist-models/1732/85280099312,amazon,Not mentioned,False,2025-08-22 20:41:45,"The job is for a Senior Director, Data Science - Customer Core Specialist Models position at Capital One. The role involves leading a cross-functional team of data scientists, software engineers, machine learning engineers. The candidate should have experience in AI/ML development, GenAI application development, open-source tools, cloud computing platforms, and DevOps technologies."
"Senior Software Engineer, Full Stack",,Chicago,Illinois,"$144,200 - $164,600",08/22/2025,https://www.capitalonecareers.com/job/chicago/senior-software-engineer-full-stack/1732/85307146816,amazon,,False,2025-08-22 20:41:59,"The role involves building and designing in the technology space, solving business problems, and working with technologies such as Java, Golang, Open Source RDBMS, SQL and NoSQL databases, ETL, Databricks, Spark, Docker, Kubernetes, and AWS tools."
"Lead Software Engineer, Full stack",NA,"McLean, Richmond, Chicago","Virginia, Virginia, Illinois","$175,800 to $220,700",08/22/2025,https://www.capitalonecareers.com/job/mclean/lead-software-engineer-full-stack/1732/85315424880,amazon,Master's degree,False,2025-08-22 20:42:18,"The job is for a Lead Software Engineer, Full stack position at Capital One. It is based in McLean, Virginia; Richmond, Virginia; or Chicago, Illinois. The lead software engineer will work on diverse technology projects and lead a team of developers. They require experience in multiple programming languages including JavaScript, Java, TypeScript, SQL, Python, and Go. Experience with AWS, GCP, Microsoft Azure, or another cloud service is also desired."
"Senior Software Engineer, Full Stack, Bank Tech",NA,"Wilmington, McLean","Delaware, Virginia","$144,200 - $181,000/year",08/22/2025,https://www.capitalonecareers.com/job/wilmington/senior-software-engineer-full-stack-bank-tech/1732/85307146752,amazon,Bachelor’s Degree,False,2025-08-22 20:42:36,"The role involves collaborating with agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies. It requires at least 3 years of experience in software engineering and proficiency in several programming languages like JavaScript, Java, HTML/CSS, TypeScript, SQL, Python, and Go. The role also includes benefits and the potential to earn performance-based incentives."
"Senior Software Engineer, Back End",,"McLean, Richmond",VA,,08/22/2025,https://www.capitalonecareers.com/job/mclean/senior-software-engineer-back-end/1732/85307146704,amazon,Bachelor’s Degree,False,2025-08-22 20:42:54,"The position of Senior Software Engineer, Back End at Capital One. Primary job responsibilities include designing, developing, testing, implementing, and supporting technical solutions using full-stack development tools and technologies. The company is seeking individuals who are passionate about combining data with emerging technologies and who can collaborate in an Agile team setting."
Full Time Branch Ambassador,Not provided,North Nassau Area,Not provided,Not provided,08/07/2025,https://www.capitalonecareers.com/job/williston-park/full-time-branch-ambassador-north-nassau-area/1732/84767014880,amazon,"High School Diploma, GED, or an Equivalent Certification",False,2025-08-22 20:43:25,"The job involves banking services such as performing transactions like check cashing, deposits, transfers, and withdrawals. The candidates are expected to be adaptable, customer-focused, and must have a growth mindset. The basic qualifications include at least 1 year of retail, Sales or customer service experience, and at least 6 months of cash handling experience. Preferred qualifications include an Associate's degree and 2+ years of Retail, Sales, or Banking Experience. The job also offers a travel opportunity between branches in the designated area. The benefits offered by Capital One includes health, financial, and other benefits for overall well-being."
Senior Manager-Process Management,NA,"McLean, New York","Virginia, New York",NA,08/22/2025,https://www.capitalonecareers.com/job/mclean/senior-manager-process-management/1732/82706586464,amazon,NA,False,2025-08-22 20:43:43,"The role is for a 'Senior Manager-Process Management' at Capital One. The job involves managing a team of process managers and partnering with product owners and analysts to ensure the company’s data meets high standards of quality and governance. Tasks include developing and enhancing processes that drive a data governance initiative. The position is location-flexible, with options for McLean, Virginia or New York, New York."
"Lead Software Engineer, Full Stack",,McLean,Virginia,,08/22/2025,https://www.capitalonecareers.com/job/mclean/lead-software-engineer-full-stack/1732/85307146496,amazon,Bachelor’s Degree,False,2025-08-22 20:44:01,"The job involves building and pioneering in the technology space, solving complex business problems, and leading a team of developers. The required qualifications for this position include a Bachelor’s Degree, at least 4 years of experience in software engineering (without counting internships), and at least 1 year experience with AWS cloud computing. "
"Senior Manger, Software Engineering, Full Stack",NA,Chicago,Illinois,NA,08/07/2025,https://www.capitalonecareers.com/job/chicago/senior-manager-software-engineering-full-stack-go-python-java-aws/1732/84767072368,amazon,Master's degree,False,2025-08-22 20:44:18,"This is a Senior Manger, Software Engineering, Full Stack position at Capital One. Responsibilities include leading diverse technology projects, staying updated with tech trends, collaboration with digital product managers, and utilization of various programming languages. Essential qualifications are at least 6 years of experience in software engineering, at least 1 year of experience with cloud computing and at least 4 years of people management experience."
"Lead Software Engineer, Back End",,"McLean, Richmond","McLean, VA; Richmond, VA","$193,400 - $220,700 in McLean, VA and $175,800 - $200,700 in Richmond, VA",08/22/2025,https://www.capitalonecareers.com/job/mclean/lead-software-engineer-back-end/1732/85307146352,amazon,Master's degree,False,2025-08-22 20:44:38,"The content appears to be a job post for the position 'Lead Software Engineer, Back End' at Capital One. The role is located in McLean, Virginia and Richmond, Virginia. Candidates must have at least 4 years of professional software engineering experience, at least 1 year of experience with cloud computing such as AWS, Microsoft Azure and Google Cloud."
"Senior Lead Engineer, Velocity Black (Mobile, Web)",,New York,NY,"$245,900 - $280,600",08/22/2025,https://www.capitalonecareers.com/job/new-york/senior-lead-engineer-velocity-black-mobile-web/1732/85307146304,amazon,Bachelor’s Degree,False,2025-08-22 20:44:54,"The position is at Capital One's Digital Commerce & Innovation organization. The role involves working on full-stack applications with at least 6 years of professional software engineering experience and at least 1 year of experience with cloud computing (AWS, Microsoft Azure, Google Cloud). The role is also qualified to earn performance-based incentive compensation."
"Manager, Project Manager - External Affairs",,"New York, Richmond","New York, Virginia",,08/22/2025,https://www.capitalonecareers.com/job/new-york/manager-project-manager-external-affairs/1732/83629631760,amazon,Bachelor's degree,False,2025-08-22 20:45:12,"The position of 'Manager, Project Manager - External Affairs' at Capital One offers a broad spectrum of responsibilities including leading substantive and significant work, enforcing project management frameworks, managing large and small scale projects, and serving as a strategic advisor. The ideal candidate should have a Bachelor’s degree or military experience with at least 6 years of experience in project management, process management, or project delivery. Preferred qualifications include experience working with nonprofits or startups on large-scale social impact projects, formal project management certifications, and a Master’s degree."
Senior Manager in Change Management & Operational Preparedness,Not Available,"McLean, Richmond",VA,Not Available,08/22/2025,https://www.capitalonecareers.com/job/mclean/senior-manager-change-management-and-operational-preparedness/1732/84752137936,amazon,Not Available,False,2025-08-22 20:45:29,Not Available
Senior Project Manager (Enterprise Platforms Technology),Not Provided,"Richmond, McLean",Virginia,Not Provided,08/22/2025,https://www.capitalonecareers.com/job/richmond/senior-project-manager-enterprise-platforms-technology/1732/85307145984,amazon,Bachelor's Degree or Military experience,False,2025-08-22 20:45:45,"The job role involves leading critical and strategic business projects and working closely with key stakeholders. Responsibilities include driving cross-functional projects, planning and executing project plans, and demonstrating organizational agility. Basic qualifications for the role include a Bachelor's Degree or Military experience and at least 3 years of Project Management experience."
Principal Associate- Recruiting,NA,Bengaluru,NA,NA,08/22/2025,https://www.capitalonecareers.com/job/bengaluru/principal-associate-recruiting/1732/83487158640,amazon,Bachelor’s Degree,False,2025-08-22 20:46:05,"The Talent Acquisition team at Capital One is looking for someone well versed in the full life cycle of recruitment for the position of 'Principal Associate- Recruiting'. The job involves recruiting activities for a distinct line of business and location. The candidate is also required to carry administrative tasks, manage demands by working with other recruiters, and lead miscellaneous department projects."
