job_title,job_id,city,state,salary,posted_date,job_url,company,education_needed,is_remote,last_scanned_at,description_summary
Sr. Staff Receiver Exciter Architect,R10198334,Baltimore,Maryland,"$179,600.00 - $269,400.00",NA,https://jobs.northropgrumman.com/careers?pid=1340059478980&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,Bachelor's Degree in Engineering or STEM related discipline,False,2025-08-23 19:26:57,"At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements. We look for people with bold new ideas, courage and a pioneering spirit to join us. This role is seeking a Senior Staff RF Microwave Design Engineer (Receiver Exciter Architect) to support our Remote Sensing Program Business Unit in Baltimore, MD."
Staff Power Engineer,R10196158,Baltimore,Maryland,"$163,200.00 - $244,800.00",NA,https://jobs.northropgrumman.com/careers?pid=1340059097817&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,"Bachelors’ degree in Electrical Engineering, Computer Engineering or similar engineering discipline (STEM)",False,2025-08-23 19:27:04,"At Northrop Grumman, our employees work on revolutionary systems that impact people's lives around the world. We're looking for someone passionate about power and with power electronics design experience to join our team in Baltimore, MD. You will become part of Northrop Grumman's Power Conversion Technology design group, working on state of the art power supplies and power products for military applications. This team supports our Payload and Ground Systems Division, Remote Sensing Program (RSP) Business Unit."
U105 Sensors& Systems Technician (Cert) (Electronics Technician),R10194476,"Baltimore, Linthicum",Maryland,NA,NA,https://jobs.northropgrumman.com/careers?pid=1340058853137&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,High School Diploma/GED,False,2025-08-23 19:27:11,"At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Northrop Grumman Mission Systems is seeking Sensors and Systems Technicians to join its Manufacturing Organization. This position is located in Linthicum, Maryland. The Sensors and Systems Technician will perform a variety of simple to complex tasks involving testing, operating, trouble-shooting calibrating, constructing, repairing and assembly over a broad spectrum of technologies."
U105 Sensors& Systems Technician (Electronics Technician),R10194361,"Baltimore, Linthicum",Maryland,NA,NA,https://jobs.northropgrumman.com/careers?pid=1340058811356&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,High School Diploma/GED,False,2025-08-23 19:27:17,"At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. This position is located in Linthicum, Maryland. The Sensors and Systems Technician will perform a variety of simple to complex tasks involving testing, operating, trouble-shooting calibrating, constructing, repairing and assembly. Must have extensive knowledge of electronics principles. Be capable of meeting 09 solder certification and successfully passing pre-employment skills screening."
U109 Semi-Conductor Equipment Technician C - 2nd Shift,R10191127,Linthicum,Maryland,NA,NA,https://jobs.northropgrumman.com/careers?pid=1340057811934&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,High school graduate or equivalent. Must possess an Associates Degree,False,2025-08-23 19:27:23,"Northrop Grumman Mission Systems is seeking a Semi-Conductor Equipment Technician C to join its organization. This position is located in Linthicum, Maryland. The job involves repair and align a variety of equipment used in the manufacturing and testing of semi-conductors. The candidate must perform tests on equipment where the test involves functional operation of the equipment and where specific performance values are to be measured. The candidate should have knowledge of electromechanical principles."
U109 Semi-conductor Equipment Technician C - 1st Shift,R10174225,"Linthicum, Maryland",Maryland,NA,NA,https://jobs.northropgrumman.com/careers?pid=1340057529790&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,High school graduate or equivalent. Must possess an Associates Degree (minimum 60 credits),False,2025-08-23 19:27:34,"Northrop Grumman Mission Systems is seeking a Semi-Conductor Equipment Technician C to join its organization. This position is located in Linthicum, Maryland. Primary Function: Repair and align a variety of equipment used in the manufacturing and testing of semi-conductors. Maintain in working order assembly & packaging, diffusion, mask making, wafer processing, high vacuum & photo-processing equipment used in the fabricating and testing of semi-conductor wafers, chips and substrates. This is a 1st Shift position."
Business Management Analyst,R10205325,"Linthicum, Annapolis Junction",Maryland,"$70,600.00 - $110,900.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060690666&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,"Bachelor’s degree in Business Administration (Accounting, Data Analytics, Economics, Finance, Management, Marketing, etc.) or Business adjacent degree (Mathematics, Risk Management)",False,2025-08-23 19:27:42,"The Business Management Analyst will support the Northrop Grumman Microelectronics Center (NGMC). This role will analyze cost data to prepare program financial reports for internal and external customers relative to program cost incurrence, material tracking and labor expenses to help ensure program contracts perform within negotiated parameters. The Analyst supports identification and mitigation of program cost and schedule risks."
PDK Electrical Engineering Manager 2,R10205270,"Linthicum, Annapolis Junction",Maryland,"$149,400.00 - $234,700.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060688893&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,"Bachelor’s degree in Science, Technology, Engineering, or Mathematics (STEM) with 8+ years of experience or Master of Science degree with 6 years within a related engineering field",False,2025-08-23 19:27:50,"We are seeking a motivated individual to help us design the next generation of high-performance computing solutions! Our technology is built around superconducting electronics and energy efficient computation. You will work with a team of scientists and engineers to design, fabricate, and test digital logic circuits. We are a hard-working team that strives to foster a culture of belonging, mentorship, and personal growth. We are passionate about creating innovative solutions to exciting multi-disciplinary challenges! We are looking for you to join our team as a PDK Electrical Engineering Manager 2."
Program Cost Control Analyst,R10205328,"Linthicum, Annapolis Junction",Maryland,"$87,000.00 - $136,800.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060690780&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,Bachelor’s degree with 5 years of related professional experience or a Master's degree with 3 years of related professional experience,False,2025-08-23 19:27:59,"The Principal Program Cost Control Analyst (PCA) will support the Northrop Grumman Microelectronics Center (NGMC). The PCA will interface with the program managers, functional management, cost account managers (CAMs) and business managers to provide financial support and analysis to meet program requirements. They will prepare budgets and schedules for contract work and assist in financial analyses such as funding profiles, sales outlook, cash forecasting, and variance analysis. The PCA will monitor costs and schedules on contracts requiring validated cost schedule control system."
Business Management Analyst,R10205320,"Linthicum, Annapolis Junction",Maryland,"$70,600.00 - $110,900.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060690682&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,Bachelor’s degree,False,2025-08-23 19:28:05,"The Business Management Analyst will support the Northrop Grumman Microelectronics Center (NGMC). Interface with the program managers, functional management, cost account managers (CAMs) and business managers to provide financial support and analysis to meet program requirements. The Analyst will also perform Earned Value Management (EVM) tasks including developing the performance measurement baseline (PMB), forecasting the Estimate at Complete (EAC), controlling change management processes and preparing internal and external status reports."
Program Cost Control Analyst,R10205327,"Linthicum, Annapolis Junction",Maryland,"$87,000.00 - $136,800.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060690781&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,Bachelor’s degree or Master's degree,False,2025-08-23 19:28:12,"In this role, you'll provide financial support and analysis to meet program requirements, prepare budgets and schedules for contract work and assist in financial analyses such as funding profiles, sales outlook, cash forecasting, and variance analysis. You'll monitor costs and schedules on contracts requiring validated cost schedule control system. This will include performing perform Earned Value Metric (EVM) tasks such as Work Breakdown Structure (WBS) development, budget baseline, cost risk analysis/assessment and visibility reports, development, and analysis of estimates to complete."
Senior Principal Systems Configuration Management Lead,R10205307,"Annapolis Junction, Redondo Beach","Maryland, California","$137,400.00 - $206,000.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060690215&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,Bachelor's degree,False,2025-08-23 19:28:22,"As a Senior Principal Systems Configuration Management Lead at Northrop Grumman Microelectronics Center (NGMC), you will establish and implement configuration management strategy and work with configuration control analysts within each IPT/Segment to ensure effective implementation. You will lead and oversee configuration identification, control, auditing, status accounting, and verification processes. Your role will involve coordination with various departments, maintaining configuration management databases and tools, and leading training and mentoring initiatives. This position is contingent upon acquiring and maintaining the necessary US Government security clearance per customers’ requirements."
Principal Mechanical Engineer,R10205248,Baltimore,Maryland,"$95,800.00 - $143,600.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060688351&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,"Bachelor of Science degree in a STEM (Science, Technology, Engineering, Mathematics) discipline with 5 or more years’ engineering experience; Master of Science degree in a STEM discipline with 3 or more years of experience.",False,2025-08-23 19:28:29,"At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. This role is contingent upon candidates having a current Active Secret Clearance. This unique role supports the mechanical design of not only platform hardware such as radar systems, electronic warfare systems, subcomponents, subassemblies, and flight test equipment, but also factory production test equipment used to test antennas, electronics chassis, circuit card assemblies, modules, and electronic subassemblies and components."
Senior Program Cost Control Analyst,R10205329,"Linthicum, Annapolis Junction",Maryland,"$108,400.00 - $170,300.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060690841&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,Bachelor’s degree or Master's degree,False,2025-08-23 19:28:37,"The Senior Principal Program Cost Control Analyst will support the Northrop Grumman Microelectronics Center (NGMC). The PCA will interface with the program managers, functional management, cost account managers (CAMs) and business managers to provide financial support and analysis to meet program requirements. They will prepare budgets and schedules for contract work and assist in financial analyses such as funding profiles, sales outlook, cash forecasting, and variance analysis."
Senior Program Cost Control Analyst,R10205330,"Linthicum, Annapolis Junction",Maryland,"$108,400.00 - $170,300.00",Assumed within 20 days of the scraping date,https://jobs.northropgrumman.com/careers?pid=1340060690842&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,Bachelor’s degree with 8 years of related professional experience or a Master's degree with 6 years of related professional experience,False,2025-08-23 19:28:45,"At Northrop Grumman, we’re looking for innovators who can help us keep building. This position is for a Senior Program Control Analyst who will be providing financial support and analysis to meet program requirements for the Northrop Grumman Microelectronics Center. They will prepare budgets and schedules for contract work, monitor costs, assist in financial analyses, and perform analysis to ensure contracts are within negotiated and agreed-upon parameters"
Pricing Analyst / Principal Pricing Analyst,R10205295,"Linthicum, Annapolis",MD,"[{'Primary Level Salary Range': '$70,600.00 - $110,900.00'}, {'Secondary Level Salary Range': '$87,000.00 - $136,800.00'}]",NA,https://jobs.northropgrumman.com/careers?pid=1340060689936&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,Bachelors degree,False,2025-08-23 19:28:53,"Northrop Grumman Mission Systems Sector is seeking a **Pricing Analyst/ Principal Pricing Analyst**(can be hired at either level) to join the Maryland Pricing and Estimating Organization. The preferred location is Linthicum, MD. Responsibilities include preparing material estimates for proposal submittals, coordinating with proposal technical teams in developing the material estimating strategy, selecting appropriate pricing methods for each item included in the proposal, ensuring compliance with customer and FAR Regulatory Requirements, and much more! Northrop Grumman provides a comprehensive benefits package and a work environment which encourages your growth and supports the mutual success."
Manager Supply Chain Programs 3,R10205301,Elkridge,Maryland,"$162,300.00 - $243,500.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060690087&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,Bachelor's degree,False,2025-08-23 19:29:00,"At Northrop Grumman, our employees work on revolutionary systems that impact people's lives around the world. This leadership role is located in Elkridge, MD. The selected individual will be the primary GSC interface for the Long Range Air Defense & Bio-Detection Programs Operating Unit. The successful candidate will work as a crucial member of the site leadership team and will report directly to the GSC Director for LMS. The role involves strategy, planning, and execution of all material and services content for a Program or collection of projects within a Program."
Principal Engineer Quality,R10204660,Linthicum,Maryland,"$95,800.00 - $143,600.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060651222&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,Bachelors in STEM field,False,2025-08-23 19:29:07,"At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Northrop Grumman Mission Systems is looking for a Principal Quality Engineer to join our team in Linthicum, MD on a dynamic and exciting program within the Northrop Grumman Corporation portfolio. Some of the duties will be: * Works with cross functional groups to apply and maintain the AS9100 quality management system at ATL: fab, test, and assembly areas."
Senior Principal IPT HW Architect,R10205005,"Annapolis Junction, Redondo Beach","Maryland, California",$0.00 - $0.00,NA,https://jobs.northropgrumman.com/careers?pid=1340060670990&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,Bachelor's degree,False,2025-08-23 19:29:13,"IPT Level Role, responsible for the Hardware Architecture of a major segment of an extremely complex system that incorporates mature and emerging technologies. The Hardware Architect is responsible for analyzing overarching needs by using a structured and logical approach, and developing System Architecture solutions and concepts for various new and emerging capabilities, in collaboration with other architects, including the lead Systems Architect, software architects, cyber architects, and others internal, customer, and supplier stakeholders. This position will serve on-site in the greater Baltimore, MD area OR Redondo Beach, CA."
Principal Program Cost Control Analyst,R10205021,"Linthicum, Baltimore",Maryland,"$87,000.00 - $130,600.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060671469&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,Bachelor’s degree or Master's degree,False,2025-08-23 19:29:21,"At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. We’re looking for innovators who can help us keep building on our wide portfolio of secure, affordable, integrated, and multi-domain systems and technologies that fuel those missions. We’re looking for you to join our team as a Principal Program Cost Control Analyst based out of Linthicum, MD. The PCA will provide support within one of the following Divisions as determined by business need, candidate background, and experience."
Staff CONOPS Lead Systems Engineer,R10205028,"Annapolis Junction, Redondo Beach","Maryland, California","$171,000.00 - $256,400.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060671789&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,Bachelor's degree,False,2025-08-23 19:29:29,"At Northrop Grumman, employees work on revolutionary systems that impact people's lives around the world. Specifically, the Staff ConOps Lead Systems Engineer role involves leading the planning and execution of requirements management across the program lifecycle and ensuring vertical and horizontal requirements integration and traceability. This position is contingent upon acquiring and maintaining necessary US Government security clearance per customers’ requirements."
Senior Principal IPT HW Architect,R10205015,"Annapolis Junction, Redondo Beach","Maryland, California","$137,400.00 - $206,000.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060671296&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,Bachelor's degree,False,2025-08-23 19:29:37,"IPT Level Role, responsible for the Hardware Architecture of a major segment of an extremely complex system that incorporates mature and emerging technologies. The Hardware Architect is responsible for analyzing overarching needs by using a structured and logical approach, and developing System Architecture solutions and concepts for various new and emerging capabilities, in collaboration with other architects, including the lead Systems Architect, software architects, cyber architects, and others internal, customer, and supplier stakeholders. This position will serve on-site in the greater Baltimore, MD area OR Redondo Beach, CA. This position is contingent upon acquiring and maintaining the necessary US Government security clearance per customers’ requirements."
Senior Principal SW Interface Lead,R10205029,"Annapolis Junction, Redondo Beach","Maryland, California","$137,400.00 - $206,000.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060671979&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,Bachelor's degree,False,2025-08-23 19:29:43,"At Northrop Grumman, our employees have opportunities to work on systems that impact people's lives across globally. The Senior Principal SW Interface Lead role is a Program/System Level role, as a part of Chief Architect Team within Directorate of Engineering. The role involves identifying and documenting System level interfaces, characteristics, and stakeholders and interface requirements analysis. The position also requires maintaining the necessary US Government security clearance as per customers’ requirements."
Senior Principal IPT SW Architect,R10205018,"Annapolis Junction, Redondo Beach","Maryland, California","$137,400.00 - $206,000.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060671447&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,Bachelor's degree,False,2025-08-23 19:29:51,"At Northrop Grumman, our employees have opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering spirit has enabled us to be at the forefront of many technological advancements in our nation's history. This role is for a software architect responsible for the Software Architecture of a major segment of an extremely complex system that incorporates mature and emerging technologies. The Software Architect will analyze overarching needs by using a structured and logical approach, and develop System Architecture solutions and concepts for various new and emerging capabilities."
Business Management Analyst - Multifunction,R10204994,"Linthicum, Baltimore",Maryland,"$70,600.00 - $105,800.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060670105&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,"Bachelor’s degree in Business Administration (Accounting, Data Analytics, Economics, Finance, Management, Marketing, etc.) or Business adjacent degree (Mathematics, Risk Management)",False,2025-08-23 19:30:00,"At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to invent the future, and have fun along the way. Our culture thrives on intellectual curiosity, cognitive diversity and bringing your whole self to work — and we have an insatiable drive to do what others think is impossible. Our employees are not only part of history, they're making history."
Senior Principal IPT SW Architect,R10205020,"Annapolis Junction, Redondo Beach","Maryland, California","$137,400.00 - $206,000.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060671466&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,Bachelor's degree,False,2025-08-23 19:30:07,"At Northrop Grumman, our employees have opportunities to work on innovative systems that impact people's lives globally. We are seeking a Senior Principal IPT SW Architect, responsible for the Software Architecture of a crucial segment of a highly complex system. This position will serve on-site in either Baltimore, MD area or Redondo Beach, CA."
Senior Principal System Specification Lead,R10205022,"Annapolis Junction, Redondo Beach","Maryland, California","$137,400.00 - $206,000.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060671496&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,"Bachelor's degree in a Science, Technology, Engineering or Mathematics (STEM) discipline",False,2025-08-23 19:30:14,"At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to invent the future, and have fun along the way."
Digital Engineering Manager 2,R10205013,Linthicum,Maryland,"$140,400.00 - $224,000.00",NA,https://jobs.northropgrumman.com/careers?pid=1340060671436&State=Maryland&domain=ngc.com&sort_by=relevance&source=APPLICANT_SOURCE-3-504,Northrop Grumman,"Bachelor's degree, Master's degree, PhD",False,2025-08-23 19:30:22,"At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to invent the future, and have fun along the way. Our employees are not only part of history, they're making history."
