job_title,job_id,city,state,salary,posted_date,job_url,company,education_needed,is_remote,last_scanned_at,description
Database Administrator 3,28133,Annapolis Junction,Maryland,"$104,080 - $156,120",NA,https://careers.mcdean.com/jobs/28133?lang=en-us,medstar,Bachelor's degree in an Information Technology (IT) discipline from an accredited college or university and 5+ years of experience. OR 8+ years of experience with Associate’s Degree.,False,2025-08-21 16:41:57,"Database Administrator 3 that is able to work with a dynamic team of system engineers and administrators responsible for design, implementation, operations & maintenance, and cybersecurity for large complex resilient hardware and virtualized infrastructure. This position supports maintenance of the integrity, security and availability of multiple database(s). Duties include disaster recovery, performance analysis and tuning, index maintenance, and monitoring of data."
Systems Engineer 4,28134,Annapolis Junction,Maryland,"$124,880 - $187,320",NA,https://careers.mcdean.com/jobs/28134?lang=en-us,medstar,"BS Degree in Computer Science, Electrical Engineering, Mechanical, or a Related Engineering Discipline. Master’s Degree desirable.",False,2025-08-21 16:42:21,"M.C. Dean is seeking a System Engineer. The candidate will be part of a dynamic team responsible for design, implementation, operations & maintenance, and cybersecurity for large complex resilient hardware and virtualized infrastructure. The position drives the design of architectural frameworks for large complex resilient systems to ensure implemented solutions meet stakeholder needs, standards, and performance requirements. Candidates will conduct systems requirements reviews, develop concepts of operation and interface standards, developing system architectures, and perform technical/non-technical assessment and management as well as end-to-end flow analysis."
Network Administrator 3,27014,Annapolis Junction,Maryland,"$104,080 - $156,120",NA,https://careers.mcdean.com/jobs/27014?lang=en-us,medstar,Bachelor's Degree and 5+ Years of progressive experience OR Associates Degree and 8+ Years of progressive experience OR HS Diploma or Equivalent and 10+ Years of progressive experience,False,2025-08-21 16:42:33,"We're seeking people driven to excellence and inspired to have a meaningful impact powering, automating, integrating, and securing the world’s most critical infrastructure and facilities. As an employee at M.C. Dean, you will join forces with more than 5,800 professionals who engineer and deploy automated, secure and resilient power and technology systems; and deliver the management platforms essential for long-term system sustainability. We are seeking a Network Administrator 3 to join our Security and Electronic Systems (SES) business Unit. As part of SES Strategic Business Unit you will be part of a dynamic team responsible for design, implementation, operations & maintenance, and cybersecurity for large complex resilient hardware and virtualized infrastructure to ensure implemented solutions meet stakeholder needs, standards, and performance requirements."
System Administrator 2,27064,Annapolis Junction,Maryland,"$86,720 - $130,080",NA,https://careers.mcdean.com/jobs/27064?lang=en-us,medstar,Bachelor's Degree and 2+ Years of progressive experience or Associates Degree and 6+ Years of progressive experience or HS Diploma or Equivalent and 8+ Years of progressive experience,False,2025-08-21 16:42:43,"We're seeking people driven to excellence and inspired to have a meaningful impact powering, automating, integrating, and securing the world’s most critical infrastructure and facilities. We are seeking a System Administrator 2 to join our Security and Electronic Systems (SES) business Unit. In this role you will be working as part of a team to monitor, maintain, and test Physical Access Control, CCTV, PSIM and other electronic security systems and support implementation, troubleshooting and maintenance of Information Technology (IT) systems in support of the endpoint devices."
Licensed Commercial Service Technician 1 (Project),14464,Alexandria,Virginia,NA,NA,https://careers.mcdean.com/jobs/14464?lang=en-us,medstar,HS diploma/GED,False,2025-08-21 16:42:53,"M.C. Dean is Building Intelligence®. The company’s capabilities include electrical, electronic security, telecommunications, life safety, automation and controls, audio visual, and IT systems. The selected candidate will be working as an Electrical Service / UPS installation systems Technician for M.C. Dean’s Service & National Accounts Group. This position may require ongoing or intermittent use of a company vehicle. Must successfully pass a background check and drug test."
Commercial Service Technician 1,14463,Alexandria,Virginia,NA,NA,https://careers.mcdean.com/jobs/14463?lang=en-us,medstar,HS diploma/GED,False,2025-08-21 16:43:09,"M.C. Dean is Building Intelligence. We design, build, operate, and maintain cyber-physical solutions for the nation's most recognizable mission critical facilities, secure environments, complex infrastructure, and global enterprises. The selected candidate will be working as an Electrical Service / UPS installation systems Technician for M.C. Dean's Service & National Accounts Group. This Group operates 24/7 - 365 to support our customers. You will be responsible for electrical installations, of UPS installs servicing basic electrical equipment and systems in accordance with all applicable plans, specifications, and codes."
Electronics Technician 4,27663,Fort Meade,Maryland,$36.00 - ,NA,https://careers.mcdean.com/jobs/27663?lang=en-us,medstar,HS diploma or GED Military Electronics Training (minimum 720 classroom hours) or Graduation from an accredited Electronics Technician program or Gradification from an Electrical Apprenticeship program,False,2025-08-21 16:43:32,"We are seeking an Electronics Technician 4 to join our Security and Electronic Systems (SES) business Unit. In this role you will be responsible for installing and maintaining electronic security systems. Performing preventive maintenance requirements. Performing inspections, evaluations, and inventory. Leading teams on Large complex installation projects with limited supervision. Installing and Maintain equipment at both the local and global level per design packages."
Senior Procurement Agent 4,15087,Fort Meade,Maryland,NA,NA,https://careers.mcdean.com/jobs/15087?lang=en-us,medstar,Bachelor's degree,False,2025-08-21 16:43:45,"As a Senior Purchasing Agent supporting MC Dean’s growing businesses, your role will include: Functioning as a key liaison between the Procurement team and internal stakeholders including MC Dean’s Executive Team, Engineering, Sales, and Manufacturing. Working closely with the core Program/Project teams to manage high visibility and high value programs, applying program/project management skills to assure the timely and efficient execution of MC Dean’s portfolio of projects."
"Electronics Technician 2 - Ft Meade, MD",27660,Fort Meade,Maryland,$30.00 - ,NA,https://careers.mcdean.com/jobs/27660?lang=en-us,medstar,HS diploma or GED Military Electronics Training,False,2025-08-21 16:44:12,"We are seeking an Electronics Technician 2 to join our Security and Electronic Systems (SES) business Unit. As part of (SES) Strategic Business Unit you will be part of a team that designs, engineers, integrates, operates and maintains electronic security services inclusive of intrusion detection, access control, biometric authentication, video surveillance, audio visual, it systems, perimeter defense and command and control systems for federal, local and commercial customers across high-growth markets. Executes various technical tasks and responsibilities within field operations. Performs on-site installations, maintenance, troubleshooting, and repairs of equipment and systems. Ensures the functionality and reliability of various technologies."
Electronics Technician 3,27664,Fort Meade,Maryland,$32.00 - ,NA,https://careers.mcdean.com/jobs/27664?lang=en-us,medstar,HS diploma or GED Military Electronics Training (minimum 720 classroom hours) or Graduation from an accredited Electronics Technician program or Graduation from an Electrical Apprenticeship program,False,2025-08-21 16:44:44,"We are seeking an Electronics Technician 3 to join our Security and Electronic Systems (SES) business Unit. The technician executes various technical tasks and responsibilities within field operations. Duties include conducting site surveys, configuring hardware and software, testing systems for proper operation, and providing technical support to customers. Technicians must possess strong problem-solving skills, technical proficiency, and the ability to communicate effectively with clients and team members."
"Electronics Technician 1 - Ft Meade, MD",27661,Fort Meade,Maryland,$26.00 - ,NA,https://careers.mcdean.com/jobs/27661?lang=en-us,medstar,HS diploma or GED Military Electronics Training (minimum 720 classroom hours),False,2025-08-21 16:44:55,"We're seeking people driven to excellence and inspired to have a meaningful impact powering, automating, integrating, and securing the world’s most critical infrastructure and facilities. As an employee at M.C. Dean, you will join forces with more than 5,800 professionals who engineer and deploy automated, secure and resilient power and technology systems. We are seeking an Electronics Technician 1 to join our Security and Electronic Systems (SES) business Unit. The position requires the ability to lift, carry, and move objects weighing up to [50 pounds] on a regular basis."
"Network Administrator 3 - Fort Meade, MD",28232,Fort Meade,Maryland,"$104,080.00 - ",NA,https://careers.mcdean.com/jobs/28232?lang=en-us,medstar,High School Diploma/GED with 10+ years of experience or Associate's Degree with 8+ years of experience or Bachelor's Degree with 5+ years of experience,False,2025-08-21 16:45:22,"M.C. Dean is seeking a highly competent TS/SCI with Polygraph cleared Network Administrator 3 to assist on the design and maintenance of its network of specialized hardware. Implementing various network technologies and end-user support. Experience in the use of routing protocols and switching technologies, LAN/WAN medias and protocols. Strong communications, time management, and organization skills to meet deadlines and quality objectives."
Senior Commissioning Engineer,28273,Fort Meade,Maryland,"$104,080.00 - ",NA,https://careers.mcdean.com/jobs/28273?lang=en-us,medstar,Bachelor’s degree in Engineering,False,2025-08-21 16:45:37,"The Commissioning Engineer team is responsible for performing final testing, startup, and commissioning of low and medium voltage electrical distribution equipment, including breakers, transformers, switches, switchgear, relays, and motor control centers, as well as other electrical apparatus both in the field and in a manufacturing environment. You will contribute to a safe working environment for co-workers and customers and help ensure the overall success of projects. Local, regional, and national travel may be required."
Electronics Technician 3,27665,Laurel,Maryland,$32.00 - ,NA,https://careers.mcdean.com/jobs/27665?lang=en-us,medstar,"HS diploma or GED, Military Electronics Training (minimum 720 classroom hours), Graduation from an accredited Electronics Technician program, Graduation from an Electrical Apprenticeship program",False,2025-08-21 16:45:48,"The job involves conducting site surveys, configuring hardware and software, testing systems for proper operation, and providing technical support to customers. It requires strong problem-solving skills, technical proficiency, and the ability to communicate effectively with clients and team members. Key duties include enforcing M.C. Dean handbook and policies, analyzing and interpreting drawing packages for constructability, tracking project metrics, verifying correct charges in timesheets, and executing installation and maintenance activities."
Fire Alarm Inspector 4,27941,Arlington,Virginia,NA,NA,https://careers.mcdean.com/jobs/27941?lang=en-us,medstar,High school diploma with minimum 8 + years of related experience or Technology Degree with 6+ years of related experiences,False,2025-08-21 16:46:03,"As a Fire Alarm Inspector 4, you will represent the highest level of technical expertise and leadership in inspections, testing and preventive maintenance of fire alarm systems. This is a senior position within the testing team, responsible for leading complex projects, providing strategic guidance, and mentoring junior technicians. The role involves overseeing critical system inspections, resolving intricate technical challenges, and ensuring the superior performance and compliance of fire alarm systems."
System Administrator 1,28369,Arlington,Virginia,NA,NA,https://careers.mcdean.com/jobs/28369?lang=en-us,medstar,HS Diploma or Equivalent and 6+ Years of progressive experience,False,2025-08-21 16:46:13,"Job involves monitoring, maintaining, and testing of Physical Access Control, CCTV, PSIM and Integrated Electronic Systems. This position is maintained at a single on-site work location. Options for different shift times are available. Applicants selected will be subject to a government security investigation and must meet eligibility requirements, including U.S. Citizenship, for access to classified information. Therefore, an active SECRET Clearance is REQUIRED."
System Administrator 2,28370,Arlington,Virginia,NA,NA,https://careers.mcdean.com/jobs/28370?lang=en-us,medstar,"2+ Years of Experience with a Bachelor's Degree in Information Technology, Risk Management, Cybersecurity preferred or 6+ Years of Experience with an Associate's Degree in Information Technology, Risk Management, Cybersecurity preferred or 8+ Years of Experience with a High School Diploma",False,2025-08-21 16:46:25,"The job role of a System Administrator involves monitoring, maintaining, testing of Physical Access Control, CCTV, PSIM, and Integrated Electronic Systems in the Washington D.C. area. The role requires system administrator experience in performing triage on system problems, resolving the system problems, analyzing system data to prevent problems, and implementing new workstations, and system extensions. Eligibility criteria includes active SECRET Clearance, a basic knowledge of large scale networking, VLANS and routing, the ability to work flexible shifts, Security + Certification, and strong oral, written and presentation skills."
Engineer 4,28378,Arlington,Virginia,NA,NA,https://careers.mcdean.com/jobs/28378?lang=en-us,medstar,Bachelor's Degree with 7+ years experience or Master's Degree with 5+ years experience,False,2025-08-21 16:46:38,"M.C. Dean is seeking an Engineer 4 to join their Security and Electronic Systems (SES) business Unit. The responsibilities include analyzing system performance and recommending improvements, providing support to the system administration and engineering team, Communicating with customers, manufacturers, vendors and system administrators. They will also be required to train system users and other system support personnel, troubleshoot system performance issues and implement corrective actions. The position requires expertise in VMS/CCTV systems (Bosch, Milestone, and Genetec) and working knowledge of Electrical Security Systems, including: ACS, PSIM, PIDS, IDS."
Fire Alarm Senior Service Technician,27954,Arlington,Virginia,NA,NA,https://careers.mcdean.com/jobs/27954?lang=en-us,medstar,High school diploma or Technology Degree,False,2025-08-21 16:46:46,"The role of a Fire Alarm Senior Service Technician represents the highest level of technical expertise and leadership in fire alarm system servicing. This is a senior position within the team, responsible for leading complex projects, providing strategic guidance, and mentoring junior technicians. The role involves overseeing critical system inspections, resolving intricate technical challenges, and ensuring the superior performance and compliance of fire alarm systems. The position requires the ability to lift, carry, and move objects weighing up to 50 pounds on a regular basis."
Tech Specialist 4,28368,Arlington,Virginia,NA,NA,https://careers.mcdean.com/jobs/28368?lang=en-us,medstar,"High School Diploma with 12+ years of experience, or Associates with 10+ years of experience, or Bachelor's Degree with 7+ years experience, or Master's Degree with 5+ years experience.",False,2025-08-21 16:46:58,"M.C. Dean, Inc. is seeking an Tech Specialist 4 to join Security and Electronic Systems (SES) business Unit. The position requires expertise in VMS/CCTV systems (Bosch, Milestone, and Genetec) and a working knowledge of Electrical Security Systems, including: ACS, PSIM, PIDS, and IDS. The position requires system architecture/design experience and the ability to obtain IAT Level II Certification. System administrator experience in performing triage on system problems, resolving system problems, analyzing system data to prevent problems, and implementing new workstations and system extensions is required."
Licensed Commercial Technician 1 (Project),14462,Arlington,Virginia,NA,NA,https://careers.mcdean.com/jobs/14462?lang=en-us,medstar,HS diploma/GED,False,2025-08-21 16:47:10,"M.C. Dean is Building Intelligence®. We design, build, operate, and maintain cyber-physical solutions for the nation’s most recognizable mission critical facilities, secure environments, complex infrastructure, and global enterprises. The company’s capabilities include electrical, electronic security, telecommunications, life safety, automation and controls, audio visual, and IT systems. **Why join M.C. Dean? **Our people are inspired by the way engineering and innovation enhance customer outcomes, improve lives, and change the world for the better. We are driven by our core values of agility, expertise, and trust. *Must successfully pass a background check and drug test * This position may require ongoing or intermittent use of a company vehicle."
System Administrator 4,28023,Washington,District of Columbia,"$124,880.00 - ",NA,https://careers.mcdean.com/jobs/28023?lang=en-us,medstar,"Master’s degree in computer science, Engineering Degree or a Related Technical Discipline with 5+ Years of progressive experience or Bachelor's Degree and 7+ Years of progressive experience or Associate's degree and 10+ Years of progressive experience or HS Diploma or Equivalent and 12+ Years of progressive experience",False,2025-08-21 16:48:42,"As a System Administrator for our Physical Security Systems, you will be responsible for monitoring, maintaining, and testing critical systems such as Physical Access Control, CCTV, PSIM (Physical Security Information Management), and other Integrated Electronic Security Systems. Your role is pivotal to ensuring the continued functionality, performance, and security of these systems. This position requires onsite support at a single work location in the Washington D.C. area. Must have experience in performing triage on system problems, resolving system problems, analyzing system data to prevent problems, implementing new workstations, and system extensions. Experience with SQL, Oracle, and other database repositories is needed. Will manage the creation, maintenance, and optimization of servers, workstations, and databases as applicable, ensuring that all systems run smoothly and securely. "
Commissioning Field Engineer 3 - 100% Travel,14233,Washington,District of Columbia,$39.45 - ,NA,https://careers.mcdean.com/jobs/14233?lang=en-us,medstar,"HS diploma or GED, associate degree or bachelor’s degree",False,2025-08-21 16:48:52,"The Commissioning Engineer team is responsible for performing final testing, startup, and commissioning of low and medium voltage electrical distribution equipment, including breakers, transformers, switches, switchgear, relays, and motor control centers, as well as other electrical apparatus both in the field and in a manufacturing environment. An understanding of sophisticated electrical distribution systems of complex electrical test equipment is required. You will contribute to a safe working environment for co-workers and customers and help ensure the overall success of projects. Local, regional, and national travel may be required."
Telecommunications Apprentice,14777,Washington,District of Columbia,$18.00 - $22.00,NA,https://careers.mcdean.com/jobs/14777?lang=en-us,medstar,High school diploma or GED,False,2025-08-21 16:49:03,"Your Future at M.C. Dean - We're seeking people driven to excellence and inspired to have a meaningful impact powering, automating, integrating, and securing the world’s most critical infrastructure and facilities. This translates into fulfilling opportunities for employees driven to excel in a meaningful career. As an employee at M.C. Dean, you will join forces with more than 5,800 professionals who engineer and deploy automated, secure and resilient power and technology systems; and deliver the management platforms essential for long-term system sustainability. Together, we transform the way complex, large-scale systems are designed, delivered, and sustained– enhancing client outcomes, improving lives, and changing the world for the better."
Electronics Technician 2 - Night Shift Friday - Sunday 6PM - 6:30AM,27961,Washington,District of Columbia,$30.00 - ,NA,https://careers.mcdean.com/jobs/27961?lang=en-us,medstar,HS diploma or GED Military Electronics Training (minimum 720 classroom hours),False,2025-08-21 16:49:18,"Executes various technical tasks and responsibilities within field operations. Performs on-site installations, maintenance, troubleshooting, and repairs of equipment and systems. Ensures the functionality and reliability of various technologies. Key duties include conducting site surveys, configuring hardware and software, testing systems for proper operation, and providing technical support to customers. Field Technicians must possess strong problem-solving skills, technical proficiency, and the ability to communicate effectively with clients and team members."
Electronics Technician 4,28418,Laurel,Maryland,$36.00 - ,NA,https://careers.mcdean.com/jobs/28418?lang=en-us,medstar,HS diploma or GED Military Electronics Training or Graduation from an accredited Electronics Technician program or Graduation from an Electrical Apprenticeship program,False,2025-08-21 21:15:59,"We're seeking people driven to excellence and inspired to have a meaningful impact powering, automating, integrating, and securing the world’s most critical infrastructure and facilities. This translates into fulfilling opportunities for employees driven to excel in a meaningful career. As part of **(SES)** Strategic Business Unit you will be part of a team that designs, engineers, integrates, operates and maintains electronic security services inclusive of intrusion detection, access control, biometric authentication, video surveillance, audio visual, it systems, perimeter defense and command and control systems for federal, local and commercial customers."
Commercial Service Technician 1,14461,Arlington,Virginia,NA,NA,https://careers.mcdean.com/jobs/14461?lang=en-us,medstar,HS diploma/GED with minimum five (5+) years of experience working in the electrical service industry.,False,2025-08-21 21:17:28,"M.C. Dean, Inc is seeking a full-time Commercial Service Technician 1 in Arlington, Virginia. The candidate will be working as an Electrical Service / UPS installation systems Technician for M.C. Dean’s Service & National Accounts Group. This Group operates 24/7 - 365 to support their customers. This is a regional service position that will require regular travel across the united states. The candidate will be responsible for electrical installations, of UPS installs servicing basic electrical equipment and systems in accordance with all applicable plans, specifications, and codes."
Crane Operator -TSG,14081,Washington,DC,NA,NA,https://careers.mcdean.com/jobs/14081?lang=en-us,medstar,High school diploma or GED,False,2025-08-21 21:18:19,"Crane Operator is responsible for operating a mobile crane to lift, move, position, and reposition loads. The Operator will be required to unload crane accessories from trailers or support vehicles. The Operator receives direction from riggers and/or site supervision via verbal or hand signals to determine required load movement. The Operator will be required to perform pre- and post-trip inspections along with daily and monthly equipment inspections."
UPS Technician 1,14255,"District of Columbia, Washington",DC,$31.99 - ,NA,https://careers.mcdean.com/jobs/14255?lang=en-us,medstar,"AA/BS degree in Electrical and/or Electronics from an accredited college or university, or equivalent training from field or military position.",False,2025-08-21 21:18:29,"M.C. Dean is Building Intelligence. We design, build, operate, and maintain cyber-physical solutions for the nation’s most recognizable mission critical facilities, secure environments, complex infrastructure, and global enterprises. The Critical Power Group is responsible for maintaining, servicing, and troubleshooting UPS systems, batteries, and other critical infrastructure equipment. The Critical Power Group also provides engineering and technical support to customers and other divisions of M.C. Dean, Inc. This position involves significant daily travel, emergency call availability 24/7, and requires at least one (1) year of experience with various UPS systems."
Communications Foreman,14763,"Washington, DC",District of Columbia,$35.00 - $40.00,NA,https://careers.mcdean.com/jobs/14763?lang=en-us,medstar,High School diploma or GED,False,2025-08-21 21:18:38,"A Communication Foreman I is responsible for the installation of communications cabling and equipment in accordance with all applicable plans, specifications, codes and standards. As a Foreman you should have the work experience installing equipment which involves using hand tools and power tools, a basic understanding of Telecom Systems, blueprints and knowledge of codes and standards. Telecom Foreman are full time employees with company benefits. Knowledge and Safe Use of hand tools and various power tools. Installation various types of Low Voltage Cable."
Electronics Technician 2,27653,"Washington, DC",District of Columbia,$30.00 - ,NA,https://careers.mcdean.com/jobs/27653?lang=en-us,medstar,HS diploma or GED Military Electronics Training,False,2025-08-21 21:18:54,"We are seeking an Electronics Technician 2 to join our Security and Electronic Systems (SES) business Unit. As part of (SES) Strategic Business Unit you will be part of a team that designs, engineers, integrates, operates and maintains electronic security services inclusive of intrusion detection, access control, biometric authentication, video surveillance, audio visual, it systems, perimeter defense and command and control systems for federal, local and commercial customers across high-growth markets."
Fire Alarm Technician,15053,"District of Columbia, Washington, DC",NA,$28.00 - $32.00,NA,https://careers.mcdean.com/jobs/15053?lang=en-us,medstar,High school degree,False,2025-08-21 21:19:12,"M.C. Dean, Inc is looking for a Fire Alarm Service Technician 1. The candidate will be responsible for performing inspections, testing, troubleshooting, repairs, and service of fire alarm systems to uphold safety and compliance standards. The Fire Alarm Service Technician 1 will work under the guidance of senior technicians or supervisors to develop expertise in fire alarm systems and related technologies."
Network Engineer 2,28036,Washington,District of Columbia,"$86,720.00 - ",NA,https://careers.mcdean.com/jobs/28036?lang=en-us,medstar,"Bachelor's Degree in Electrical, IT, or Computer engineering or related fields",False,2025-08-21 21:19:20,"The Network Engineer 2 is responsible for the design, implementation, configuration, and troubleshooting of the organization's network infrastructure. This role involves ensuring the stability and performance of the network. A Network Engineer works to maintain network reliability, resolve issues promptly, and collaborate with other IT teams to ensure that networking systems support the organization's operational needs. Network Engineer will monitor equipment, update configurations, and repair equipment as necessary."
Relay Field Engineer 1,14321,Washington,District of Columbia,$38.43 - ,NA,https://careers.mcdean.com/jobs/14321?lang=en-us,medstar,associate degree or bachelor's degree in related field,False,2025-08-21 21:19:28,"U.S. Electrical Testing specializes in electrical acceptance testing, maintenance testing, and commissioning services for the nation’s most recognizable mission-critical facilities, secure environments, commercial and industrial clients, and electrical contractors. The company’s capabilities include emergency response, engineering services, and turn-key installation and repair. Responsibilities include leading and performing inspection, testing, troubleshooting, maintenance, repair, and start-up of low and medium voltage electrical distribution equipment. An understanding of sophisticated electrical distribution systems as well as the use of complex electrical test equipment is required. You will contribute to a safe working environment for co-workers and customers and help ensure the overall success of projects. Local, regional, and national travel is required."
Foreman 1,28102,Washington,District of Columbia,$48.00 - ,NA,https://careers.mcdean.com/jobs/28102?lang=en-us,medstar,High School diploma or GED,False,2025-08-21 21:19:38,"The Foreman is responsible for supervising and coordinating the work of a crew of technicians, apprentices and laborers on a job site as well as ensuring that all work installed is completed on time, on budget and according to all applicable plans, specifications, codes, and industry standards. Responsibilities include managing mid-sized to large projects of 15 or more people, conferring with senior management, supervisory personnel, owners, contractors, and design professionals to discuss and resolve matters. At least 8 years of experience working in the electrical industry, including 2 years serving as a project foreman are required."
