job_title,job_id,city,state,salary,posted_date,job_url,company,education_needed,is_remote,last_scanned_at,description_summary
Medical Assistant 1-Family Medicine,672531,Reston,VA,NA,"08/23/2025, 04:17 PM",https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672531/?mode=location,inova,High School or GED,False,2025-08-23 22:38:43,"Inova Physician Partners Inc is looking for a dedicated Medical Assistant 1 to join their Family Medicine team in Reston, VA. This role is Full-Time, Day Shift from Monday to Friday. Some responsibilities include general patient care, performing pre-visit planning, fulfilling clerical responsibilities and environmental responsibilities, and communicating problems to the practice manager."
Patient Access Associate 1,672514,VA,United States,NA,"08/23/2025, 03:09 PM",https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672514/?mode=location,inova,High School Diploma or GED,False,2025-08-23 22:38:52,"Inova Fairfax Hospital is looking for a dedicated Patient Access Associate 1 to join the team. This role will be full-time day shift from first week days off Sunday, Thurs, Friday and second week days off Tues, Wed, Sat. between 11 a.m. to 9:30 p.m. Requires 1 year of customer service or 1 year of experience in a medical setting, or an associate's degree. Featured benefits include medical, dental and vision coverage, retirement contributions, and tuition and student loan assistance."
Patient Access Associate 1,672515,Fairfax,VA,NA,08/23/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672515/?mode=location,inova,High School Diploma or GED,False,2025-08-23 22:39:01,Inova Fairfax Hospital is looking for a dedicated Patient Access Associate 1 for full-time night shift. The candidate will work independently to complete assignments without close supervision and select an appropriate method of communication. It is important for the candidate to have knowledge of online payer verification systems and to report safety hazards/violations and take appropriate action. The candidate will also be coordinating with other departments while working in this position. This position requires a minimum of high school or GED level education with at least 1 year of customer service or medical experience.
Histology Technician-Research,672532,Falls Church,"VA, United States",NA,"08/23/2025, 11:38 AM",https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672532/?mode=location,inova,High School diploma,False,2025-08-23 22:39:10,"Inova Women’s Research Center is looking for a dedicated Histology Technician 1 (HT). This role will be Full-Time Day Shift: Monday-Friday, Shift time may vary. The Histology Technician will be responsible for maintaining accurate documentation, recognizing and identifying different gross tissue structures to ensure proper orientation, and meeting any continuing education requirements to maintain certification(s) or as required by department."
Registered Nurse (RN) Intermediate Care,672573,"Falls Church, Alexandria","VA, VA",NA,"08/22/2025, 08:21 PM",https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672573/?mode=location,inova,BSN or AD,False,2025-08-23 22:39:20,"Inova Fairfax Hospital is looking for a dedicated Registered Nurse (RN) Intermediate Care to join the team. This role will be full-time (days vary) 3-12 hour nights; 7:00 p.m. – 7:00 a.m.; no on-call; weekend (4 shifts per 6 weeks) and holiday rotations. Performs comprehensive patient health assessments by interpreting multiple data sets and synthesizing their interrelationships. Formulates individualized plans of care based on assessment findings and interpreting trends in patient populations to achieve best practice. Conducts all patient care in a patient and family centered manner, integrating knowledge, skills and experiences to meet the needs of patients and families throughout the continuum of care."
Registered Nurse (RN) PACU PRN,672571,"Fairfax, Alexandria, Falls Church",VA,NA,08/23/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672571/?mode=location,inova,BSN from an accredited school of nursing,False,2025-08-23 22:39:29,Inova Fair Oaks Hospital is looking for an experienced PACU RN for a PRN (as needed schedule) covering 055 to1815; on call shifts required. The position involves working in a 20 bay unit that runs from 055-1815 daily and the PACU has 26 bays that run from 0730-2230 daily M-F. The hospital is top-ranked and serves the Northern Virginia area. One year of PACU or CC nursing (ICU or ED) experience is required.
Registered Nurse Fellow (RN) Pediatric Emergency,672653,Falls Church,VA,NA,"08/23/2025, 04:26 PM",https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672653/?mode=location,inova,BSN from an accredited school of nursing. If RN has an Associates Degree (ADN); must complete BSN within 5 years of start date.,False,2025-08-23 22:39:38,"The Level 1 Trauma Pediatric Emergency Department at Inova Children's Hospital is looking for an experienced Nurse who is interested in transitioning to the ED specialty to participate in our Fellowship program. Eligible Nurses will qualify for sign on and relocation bonuses. Full-Time, Night Shift (7p-7a), With weekend, holiday and call rotations. During orientation will rotate through all shifts (Days, Mids, and Nights)."
Cardiac Device Specialist,667524,Fairfax,VA,NA,"08/22/2025, 10:59 AM",https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/667524/?mode=location,inova,High School diploma or equivalent,False,2025-08-23 22:39:47,"Inova Physician Services - Cardiology EP is looking for a dedicated Cardiac Device Specialist to join the team. This role will be a Full Time Days Monday- Friday 8:00 am - 4:30 pm. The job includes performing clinic and remote interrogations and device management according to established protocol under the supervision of a physician; including Pacemakers, ICDs, CRT devices and Implantable Loop Recorders (ILRs)."
Registered Nurse (RN) - Acute Care Unit,668444,Alexandria,VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/668444/?mode=location,inova,BSN or AD,False,2025-08-23 22:39:56,"Inova Mount Vernon Hospital Acute Care Unit is looking for a full-time, dedicated Registered Nurse (RN). This role involves 3-12 hour night shifts (days vary); 7:00 p.m. - 7:00 a.m.; with weekend and holiday rotations. The Acute Care Unit is a level 4 unit, specializing in cardiac, neuro and heart failure patients. This 32 bed, semi-private telemetry unit also admits stroke patients."
Retail Pharmacy Technician 1,669729,Falls Church,VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/669729/?mode=location,inova,High School or GED,False,2025-08-23 22:40:05,"Inova Fairfax Hospital – Heart and Vascular Retail Pharmacy is seeking a dedicated Retail Pharmacy Technician 1 to join the team. This role will be PRN Monday – Friday, evening shift and weekends. County health care company Arlington HealthCare is consistently ranked a national healthcare leader in safety, quality, and patient experience. We are also proud to be consistently recognized as a top employer in both the D.C. metro area and the nation."
Mental Health Technician 1,669809,Alexandria,VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/669809/?mode=location,inova,High School or GED,False,2025-08-23 22:40:13,"Inova Mount Vernon Hospital is looking for a dedicated Mental Health Technician 1 to join the team. This role will be full-time day shift: 3-days 12-hour shifts 7am-7pm. Inova is consistently ranked a national healthcare leader in safety, quality and patient experience. The role involves monitoring patients and their environment and communicating patients' progress toward desired outcomes to the Registered Nurse."
Revenue Integrity Specialist,670262,Falls Church,VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/670262/?mode=location,inova,Bachelor’s Degree or 5 years of relevant experience instead of degree.,True,2025-08-23 22:40:23,"Inova Health is looking for a dedicated Revenue Integrity Specialist to join the team. This role will be full-time day shift from Monday - Friday, 8:00 a.m. - 5:00 p.m. The Revenue Integrity Specialist is responsible for working with revenue-producing clinical departments/service lines across the Inova enterprise to ensure efficient, accurate, and compliant charge capture and charge reconciliation processes. Aligns with department/service line leadership and serves as the subject matter expert regarding the accuracy of charge capture processes including education, audit activities, changes or risk to revenue (regulatory or coding changes), and monitoring of charge capture-related metrics to minimize revenue leakage."
Occupational Therapist- Acute Care,670982,Leesburg,VA,NA,"08/22/2025, 12:12 PM",https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/670982/?mode=location,inova,B.S. in Occupational Therapy - masters preferred,False,2025-08-23 22:40:40,"Inova Loudoun Hospital, acute care department is looking for an Occupational Therapist to join our acute care team in a PRN capacity. We require 2 weekend shifts per month, 1 Major and 1 Minor holiday a year. This is an excellent opportunity to join an exciting team working together to care for our patients."
Emergency Medical Technician 2 (EMT) Springfield PRN,671001,Alexandria,VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/671001/?mode=location,inova,High School Diploma or GED,False,2025-08-23 22:40:50,"The Emergency Medical Technician 2 provides accurate documentation of all procedures and therapies in patients' medical records and all specimens. Assists mid-level providers and physicians with collecting, labeling and transporting irretrievable specimens. Cleans and dresses wounds per physician orders and performs surgical preparation of wounds according to protocol and assists with application/removal of sutures. Must be available for six (6) weeks of paid training. Experience: 1 year of EMT-B experience is needed."
Clinical Technician 1 MRI- PT,671197,Fairfax,VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/671197/?mode=location,inova,High School diploma or equivalent,False,2025-08-23 22:40:57,"The MRI Unit with renowned Inova Fair Oaks Hospital is seeking a dedicated and loyal Clinical Technician to join the team in a Part-time capacity! The job responsibilities include providing direct care to patients under direct supervision of registered nurse, effective communication with team members, patients, and visitors, and maintaining professionalism and integrity throughout the healthcare system. Preferred qualifications include healthcare experience."
Registered Nurse (RN) Medical Oncology Part-Time Nights,671160,Alexandria,VA,NA,"08/22/2025, 10:19 AM",https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/671160/?mode=location,inova,BSN from an accredited school of nursing,False,2025-08-23 22:41:08,"The Inova Alexandria Hospital Medical Oncology unit is seeking a RN looking to take the next step in their journey, Part-time, Night shift. Inova is consistently ranked a national healthcare leade,r in safety, quality and patient experience. The role involves providing knowledgeable and caring clinical practice and care coordination through an understanding of patient, family, nurse, and healthcare delivery team. Duties also include patient and family education and using an integrated approach toward patient outcomes. Ideal candidates would have a minimum of 1 year of Registered Nurse clinical experience in the acute care setting."
Oncology Patient Specialist 2,671224,Fairfax,VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/671224/?mode=location,inova,High School diploma or equivalent,False,2025-08-23 22:41:17,"Inova Schar Institute is looking for a dedicated Oncology Patient Specialist 2 to join their team. This role will be a full time day shift from Monday- Friday. The Oncology Patient Specialist 2 counsels patients on financial liability, communicates effectively with various audiences, performs assigned duties related to the registration of patients, coordinates and provides pre-service instructions for patients having complicated or multiple examinations, tests and services, and educates and assists patients with the completion/submission of applications for alternative sources of payment for healthcare services."
Medical Assistant 1-Primary Care,671427,Burke,VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/671427/?mode=location,inova,High School or GED,False,2025-08-23 22:41:26,"Inova Physician Partners Inc (Primary Care -Burke) is looking for a dedicated Medical Assistant 1 to join the team. This role will be Full-Time, Day Shift from Monday – Friday. Inova is consistently ranked a national healthcare leader in safety, quality and patient experience. We are also proud to be consistently recognized as a top employer in both the D.C. metro area and the nation. The Medical Assistant 1 Job Responsibilities include performing general patient care responsibilities, fulfilling clerical and environmental responsibilities, and actively participating in clinic huddles and quality improvement initiatives."
Clinical Technician 2 - Physical Rehab,671498,Falls Church,VA,NA,"08/22/2025, 09:08 AM",https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/671498/?mode=location,inova,High School diploma or equivalent,False,2025-08-23 22:41:35,"Inova Fairfax Hospital is looking for a dedicated Clinical Technician 2 – Physical Rehab to join the team. This role will be full time; rotation (AM & PM). The Clinical Technician provides direct care to patients under direct supervision of registered nurse and effectively communicates with the team members, patients, and visitors. The individual must be available six (6) for non-consecutive weeks of paid training and may perform additional duties as assigned."
Medical Assistant 1 - ISCI 5N,671617,"Fairfax, Leesburg",VA,NA,"08/22/2025, 06:11 AM",https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/671617/?mode=location,inova,High School or GED,False,2025-08-23 22:41:44,"Fairfax Hospital (ISCI Clinic 5N-Fairfax) is looking for a dedicated Medical Assistant 1 to join the team. This role will be Full-Time, Day Shift from Monday – Friday. The person should perform general patient care responsibilities including, preparing patient for examination and treatment, relaying instructions to patients and fulfilling clerical responsibilities as assigned. 1 year of clinical practice experience preferred. The person is expected to work in Loudoun one day per week."
Medical Assistant 1-Obesity Medicine (Lorton),671655,Lorton,VA,NA,"08/22/2025, 05:55 AM",https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/671655/?mode=location,inova,High School or GED,False,2025-08-23 22:41:53,"Inova Physician Services (Obesity Medicine-Lorton) is looking for a dedicated Medical Assistant 1 to join the team. This role will be Full-Time, Day Shift from Monday – Friday. The Medical Assistant 1 will perform general patient care responsibilities including checking schedules and organizing patient flow, recording patient blood pressure, height, and weight, as well as, accompanying patients to exam/procedure room among other duties."
Patient Access Associate 2,671744,VA,United States,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/671744/?mode=location,inova,High School Diploma or GED,False,2025-08-23 22:42:04,"Inova Tysons and Inova Fair Oaks Endocrinology and Rheumatology is looking for a dedicated Patient Access Associate 2. This role will be full-time day shift from Monday – Friday, between 8:30 a.m. – 5:00 p.m. This position will float between the two offices. Responsibilities include dealing with customer complaints, confirming insurance coverage or other means of payment, and other related tasks."
Customer Care Coord 1,672001,Falls Church,VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672001/?mode=location,inova,High School or GED,False,2025-08-23 22:42:11,"Customer Care Coordinator 1 needed to join the Voice Operations team at Inova. The role, working Monday-Friday 9:00am - 5:30pm, involves answering patient customer service calls for all Inova Hospitals and department call center queues. Following customized protocols and processing patient calls in accordance with Inova and HIPAA policies."
Registered Nurse (RN) Unit Supervisor Level 1 Trauma Operating Room,672061,Falls Church,VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672061/?mode=location,inova,BSN or ADN from an accredited school of nursing. If RN has an Associate’s Degree (ADN); must complete BSN/MSN within 1 year of hire,False,2025-08-23 22:42:23,"The Tower Operating Room at Inova Fairfax Medical is seeking an experienced Operating Room RN Unit Supervisor to join our team full-time. We are proud to serve as a high acuity, fast paced, multispecialty operating room and as Northern Virginia’s only Level 1 Trauma facility. Tower OR is open 24/7, serving as the regions only Level 1 Trauma facility! Therefore, hours will vary and will be discussed/agreed upon based on unit needs at the time of your hire. Our team is equipped to handle any complex or simple procedure that comes through the door, including but not limited to: Neurosurgery, Spine, Orthopedics, Surgical Oncology, Urology, Plastics, Robotics, Gynecology, Pediatrics, ENT, General, Trauma, Thoracic, Vascular, Dental, OMFS, Colorectal, Hepatobiliary and Transplant!"
Patient Access Associate 1,672044,"Alexandria, Springfield",VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672044/?mode=location,inova,High School diploma or equivalent,False,2025-08-23 22:42:31,"The Patient Access Associate 1 is responsible for financial counseling and insurance verification, and notification to patients and/or guardians of financial responsibility. Identifies and communicates payer authorizations and referral requirements as required. Works independently to complete assignments without close supervision; Improves inefficiencies and minimizes repetitive errors by improving workflow processes. Uses logical processes to identify the cause of problems and develop appropriate solutions. May perform additional duties as required."
Registered Nurse (RN) Women's Medicine Unit- Full Time Day,672196,Falls Church,VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672196/?mode=location,inova,BSN from an accredited school of nursing,False,2025-08-23 22:42:41,"Inova Fairfax Medical Campus is looking for a dedicated Registered Nurse (RN) to join the Women’s Medicine Unit. This role will be Full-time Day Shift: 3x12 hour shifts per week, 7:00 a.m. – 7:00 p.m. Sign-on bonus and relocation assistance eligible. The RN will provide knowledgeable and caring clinical practice and care coordination for patients, ensuring safe, therapeutic, holistic care, and integrating knowledge, skills, and experiences to meet patient and family needs across the care continuum, including education. They will also communicate effectively and collaborate with healthcare team members and make care delivery decisions based on patient communication, technology, and team collaboration."
Radiation Therapist 2,672197,Fairfax,VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672197/?mode=location,inova,Associate degree in Radiation Therapy or Certification,False,2025-08-23 22:42:50,"Radiation Therapist 2: Inova Fair Oaks Hospital is seeking a full-time Radiation Therapist 2 to join the team. This position is PRN (on-call/as needed), scheduled Monday – Friday. The Radiation Therapist 2 communicates effectively with patients, families, medical staff, healthcare team members, supervisors and outside contacts. Responsible for treatment modalities and protocols to accurately set-up and administer radiation treatments on a daily basis. Maintains accurate records of daily treatments and other records as required; Documents any corrections in charts resulting from changes in the originally prescribed course of treatment."
Registered Nurse (RN) Surgical Unit Nights,672316,Fairfax,VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672316/?mode=location,inova,BSN from an accredited school of nursing,False,2025-08-23 22:42:59,"The Inova Fair Oaks Hospital Surgical Orthopedic Unit at Inova Fair Oaks is seeking a RN Full Time Nights. This unit is known for quickly and safely recovering primarily, well-patients with few chronic conditions. This exciting, fast-paced unit cares for a variety of post-surgical patients We proudly hold designations as Centers of Excellence for Total Knee Replacements, Total Hip Replacements, Spinal Surgeries and Bariatric Surgeries."
Clinical Technician - Intermediate Care Unit,672437,Alexandria,VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672437/?mode=location,inova,High School graduate or equivalent.,False,2025-08-23 22:43:10,"Inova Alexandria Hospital is looking for a dedicated Clinical Technician on the Intermediate Care Unit to join the team. This role will be full time day shift; Monday – Friday, rotating weekends from 6am - 6.30pm. The Clinical Technician 1 assists in the delivery of direct patient care under the supervision of the Registered Nurse. Communicates and collaborates with care team members to implement the plan of care to meet individualized and developmental patient care outcomes. Partners with the Registered Nurse to create a professional development plan to gain the necessary skills to deliver up to date patient care and utilizes information to continuously improve patient care and practice while enhancing outcomes."
Registered Nuse (RN) Fellow MSICU Nights,672484,Alexandria,VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672484/?mode=location,inova,BSN from an accredited school of nursing. If RN has an Associates Degree (ADN); must complete BSN within 5 years of start date,False,2025-08-23 22:43:23,"We are seeking a full-time RN Fellow for our Medical Surgical Intensive Care Unit at Inova Alexandria Hospital. This is a highly collaborative and engaged work environment with great leadership. The MSICU is a 20-bed unit, 2:1 ratio. Patient population includes cardiopulmonary failure, adult respiratory distress syndrome (ARDS), sepsis, multi-organ dysfunction, Pulmonary hypertension, Pulmonary thrombosis, Shock syndrome(s), renal failure. Inova Alexandria Hospital (IAH) is a 318-bed community hospital that offers a full range of healthcare services and has received national recognition for healthcare excellence."
Registered Dietitian Team Lead,672495,Alexandria,VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672495/?mode=location,inova,Bachelor’s degree minimum if licensed before 1/1/2024; Dietitians registered after 1/1/2024 must hold a Master's Degree and accredited Dietetic Internship.,False,2025-08-23 22:43:32,"Inova Alexandria Hospital is looking for a dedicated **Registered Dietitian Team Lead** to join the team. This role is full-time Day Shift (40 hrs/week) Monday- Friday and weekends as needed. It provides safe and therapeutic nutritional care in a comprehensive and systematic manner. Acts as a resource to physicians, nurses and other allied professional healthcare team members to provide patients with optimum nutritional care."
Outpatient Registered Nurse (RN) - Neurology,672508,Leesburg,VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672508/?mode=location,inova,Bachelor's Degree Nursing or Associate's Degree,False,2025-08-23 22:43:42,"Inova Neurology Clinic – Loudoun is looking for a dedicated Outpatient Registered Nurse (RN) to join the team. This role will be full time day shift from Monday – Friday, 8:00am – 4:30pm. The Registered Nurse will perform essential duties necessary to clinic or non-acute operations to include: Full Intakes, Reconciliation of Medications, Patient Education is also part of the role. The role includes ensuring efficiency in the delivery of care and making independent clinical decisions based on knowledge drawn from education and experience."
Registered Nurse (RN) Fellow - Pediatrics Medical/Surgical,672539,Falls Church,VA,NA,08/22/2025,https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672539/?mode=location,inova,"Bachelor's Degree Nursing or Associate's Degree in Nursing. If RN has an Associate's Degree, must complete BSN within 5 years of start date.",False,2025-08-23 22:43:55,"This is a full time rotating shifts position at Inova L.J. Children's Hospital/ Fairfax Hospital. The RN Fellow achieves desired patient outcomes and enhances the patient experience by using a focused and integrated approach of care delivery. Practices in assigned patient care delivery settings and meets program objectives while utilizing and applying new knowledge. Job responsibilities include patient assessments, providing hands-on care, and participating in multidisciplinary rounds and meetings. May also serve as a preceptor following appropriate orientation and competency completion."
Registered Nurse (RN) Outpatient Pre-Procedural,672547,Alexandria,VA,NA,"08/22/2025, 10:23 AM",https://elar.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/672547/?mode=location,inova,"[""Bachelor's degree"", 'Associate Degree in Nursing']",False,2025-08-23 22:44:05,"Inova Alexandria Hospital is looking for a dedicated Registered Nurse to join their Pre-Procedural Evaluation Clinic, full-time day shift from Monday – Friday. This role is part of the Pre-Procedural Evaluation Clinic (PEC), a department that prepares patients for procedures under anesthesia at the Inova Alexandria Hospital. This position requires minimum 1 year of Registered Nurse clinical experience, BSN or ADN. BLS for Healthcare Provider Certification from the American Heart Association required."
